Driver ID,Name,Age,Gender,Years of Driving Experience,Location,Occupation,Marital Status,Socioeconomic Status,Driver's License,Accident Type,Accident Location,Date,Time,Weather Conditions,Road Conditions,Accident Severity,Average Speed,Traffic Signal Violations,Distracted Driving Frequency,Traffic Violations,Training Programs,Training Hours,Certifications,Vehicle Type,Vehicle Make,Vehicle Model,Vehicle Year,Road Type,Speed Limit,Traffic Signs Present,Road Conditions,Distance Traveled (km),Seatbelt Usage
346,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/2001,14:30,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
347,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/2001,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
348,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/2001,10:15,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
349,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/2001,12:50,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
350,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/2001,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
351,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/2001,10:25,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
352,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/2001,14:15,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
353,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/2001,9:00,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
354,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/2001,10:30,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
355,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/2000,12:45,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
356,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/2000,9:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
357,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/2000,11:40,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
358,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/2000,14:20,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
359,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/2000,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
360,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/2000,10:35,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
361,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/2000,12:40,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
362,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/2000,9:00,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
363,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/2000,10:30,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
364,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/2000,14:10,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
365,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/2000,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
366,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/2000,10:20,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
367,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/1999,12:35,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
368,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/1999,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
369,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/1999,11:35,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
370,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/1999,14:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
371,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/1999,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
372,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/1999,10:15,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
373,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/1999,12:30,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
374,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/1999,9:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
375,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/1999,10:40,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
376,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/1999,14:05,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
377,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/1999,9:00,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
378,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/1999,10:25,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
379,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/1998,12:25,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
380,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/1998,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
381,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/1998,11:30,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
382,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/1998,14:15,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
383,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/1998,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
384,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/1998,10:30,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
385,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/1998,12:20,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
386,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/1998,9:00,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
387,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/1998,10:25,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
388,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/1998,14:20,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
389,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/1998,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
390,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/1998,10:35,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
391,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/1997,12:15,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
392,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/1997,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
393,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/1997,11:25,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
394,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/1997,14:25,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
395,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/1997,9:00,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
396,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/1997,10:40,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
397,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/1997,12:10,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
398,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/1997,9:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
399,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/1997,10:30,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
400,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/1997,14:30,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
401,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/1997,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
402,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/1997,10:45,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
403,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/1996,12:05,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
404,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/1996,9:00,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
405,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/1996,11:35,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
406,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/1996,14:35,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
407,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/1996,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
408,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/1996,10:50,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
409,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/1996,12:00,Clear,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
410,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/1996,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
411,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/1996,10:40,Sunny,Dry,Property Damage,60,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
412,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/1996,14:40,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
413,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/1996,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
414,Farah Malik,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,1/20/1996,10:55,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
415,Imran Ahmed,37,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,12/10/1995,12:15,Clear,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
416,Nida Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,11/15/1995,9:00,Clear,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
417,Yasir Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,10/20/1995,11:30,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
418,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,09/10/1995,14:45,Clear,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
419,Shahid Ahmed,62,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,8/15/1995,9:00,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
420,Ayesha Khan,40,Female,15,Karachi,Lawyer,Divorced,Upper Class,Yes,Intersection Collision,Shahrah-e-Faisal,7/20/1995,10:35,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
421,Imran Hassan,38,Male,10,Islamabad,Business Owner,Married,Upper Class,Yes,Rear-end Collision,Blue Area,06/10/1995,12:25,Clear,Dry,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
422,Mahnoor Khan,33,Female,9,Lahore,Accountant,Single,Middle Class,Yes,Intersection Collision,Mall Road,5/15/1995,9:00,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
423,Waqas Ali,39,Male,17,Karachi,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Jinnah Avenue,4/20/1995,10:25,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
424,Sadia Malik,32,Female,9,Islamabad,Teacher,Single,Lower Class,Yes,Intersection Collision,F-10 Markaz,03/10/1995,14:50,Clear,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
425,Kamran Ali,61,Male,33,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Mall Road,2/15/1995,9:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
